order_id,order_line_id,order_date,created_at,updated_at,order_status,sales_channel,order_type,brand,manufacturer_id,ptype_group_id,vendor_id,vendor,quantity,gross_revenue,discount_amount,net_revenue,cost,currency,domain,is_promo,is_test_order
ORD-105886,LINE-105886,2024-05-30,2024-05-30 00:38:00,2024-05-30 01:21:00,CANCELLED,MARKETPLACE,OFFLINE,Apple,10,1,19,Vendor_19,2,330,0.0,330.0,223.94,EUR,EU,True,True
ORD-105887,LINE-105887,2024-05-14,2024-05-14 00:42:00,2024-05-14 01:02:00,RETURNED,WEB,ONLINE,Apple,10,1,37,Vendor_37,4,3476,0.0,3476.0,2478.19,CAD,CA,True,False
ORD-105888,LINE-105888,2024-05-22,2024-05-22 00:18:00,2024-05-22 00:37:00,RETURNED,MARKETPLACE,OFFLINE,Adidas,21,1,28,Vendor_28,2,2532,253.2,2278.8,1702.73,CAD,CA,False,False
ORD-105889,LINE-105889,2024-04-13,2024-04-13 00:22:00,2024-04-13 00:46:00,COMPLETED,STORE,OFFLINE,Samsung,11,2,31,Vendor_31,4,1488,0.0,1488.0,1014.56,EUR,EU,True,False
ORD-105890,LINE-105890,2024-01-25,2024-01-25 01:00:00,2024-01-25 01:51:00,CANCELLED,MARKETPLACE,ONLINE,Adidas,21,1,38,Vendor_38,2,206,10.3,195.7,128.46,USD,US,False,False
ORD-105891,LINE-105891,2024-05-23,2024-05-23 01:05:00,2024-05-23 01:47:00,RETURNED,STORE,OFFLINE,Nike,20,2,41,Vendor_41,2,2642,132.1,2509.9,1539.35,USD,US,False,False
ORD-105892,LINE-105892,2024-02-28,2024-02-28 01:07:00,2024-02-28 01:36:00,COMPLETED,MOBILE,ONLINE,Nike,20,2,17,Vendor_17,1,331,33.1,297.9,187.83,CAD,CA,True,False
ORD-105893,LINE-105893,2024-06-14,2024-06-14 00:18:00,2024-06-14 01:17:00,CANCELLED,MARKETPLACE,ONLINE,Nike,20,2,18,Vendor_18,1,1346,67.3,1278.7,842.94,USD,US,False,True
ORD-105894,LINE-105894,2024-03-13,2024-03-13 00:03:00,2024-03-13 00:29:00,COMPLETED,MOBILE,ONLINE,Nike,20,2,20,Vendor_20,2,2632,0.0,2632.0,1899.32,CAD,CA,True,False
ORD-105895,LINE-105895,2024-03-25,2024-03-25 01:12:00,2024-03-25 01:36:00,CANCELLED,WEB,OFFLINE,Apple,10,2,44,Vendor_44,4,1468,146.8,1321.2,909.36,CAD,CA,False,True
ORD-105896,LINE-105896,2024-04-16,2024-04-16 01:09:00,2024-04-16 01:26:00,RETURNED,WEB,ONLINE,Nike,20,1,20,Vendor_20,1,671,67.1,603.9,396.35,CAD,CA,False,False
ORD-105897,LINE-105897,2024-02-11,2024-02-11 01:41:00,2024-02-11 01:48:00,COMPLETED,WEB,OFFLINE,Adidas,21,2,28,Vendor_28,4,4544,0.0,4544.0,3160.95,CAD,CA,False,False
ORD-105898,LINE-105898,2024-02-14,2024-02-14 00:34:00,2024-02-14 01:31:00,CANCELLED,MOBILE,OFFLINE,Apple,10,2,4,Vendor_4,3,3933,0.0,3933.0,3073.52,USD,US,False,False
ORD-105899,LINE-105899,2024-03-26,2024-03-26 00:46:00,2024-03-26 01:20:00,RETURNED,MARKETPLACE,ONLINE,Apple,10,2,29,Vendor_29,4,4332,433.2,3898.8,2346.85,EUR,EU,False,False
ORD-105900,LINE-105900,2024-05-01,2024-05-01 01:51:00,2024-05-01 02:35:00,RETURNED,MOBILE,OFFLINE,Adidas,21,2,2,Vendor_2,1,486,24.3,461.7,306.42,USD,US,True,False
ORD-105901,LINE-105901,2024-03-25,2024-03-25 01:42:00,2024-03-25 02:38:00,COMPLETED,MOBILE,OFFLINE,Apple,10,1,40,Vendor_40,1,1004,0.0,1004.0,791.93,CAD,CA,True,True
ORD-105902,LINE-105902,2024-05-03,2024-05-03 00:17:00,2024-05-03 00:44:00,CANCELLED,WEB,ONLINE,Apple,10,1,20,Vendor_20,3,942,0.0,942.0,686.51,EUR,EU,True,True
ORD-105903,LINE-105903,2024-01-04,2024-01-04 01:57:00,2024-01-04 02:01:00,COMPLETED,MOBILE,ONLINE,Apple,10,2,18,Vendor_18,1,193,19.3,173.7,119.66,USD,US,False,False
ORD-105904,LINE-105904,2024-02-24,2024-02-24 00:21:00,2024-02-24 00:55:00,RETURNED,MARKETPLACE,OFFLINE,Apple,10,1,34,Vendor_34,1,931,46.55,884.45,687.64,USD,US,False,False
ORD-105905,LINE-105905,2024-03-06,2024-03-06 01:34:00,2024-03-06 02:02:00,RETURNED,MARKETPLACE,ONLINE,Adidas,21,2,33,Vendor_33,3,1020,0.0,1020.0,678.39,USD,US,False,False
ORD-105906,LINE-105906,2024-03-22,2024-03-22 01:43:00,2024-03-22 01:48:00,COMPLETED,STORE,OFFLINE,Adidas,21,1,35,Vendor_35,1,691,34.55,656.45,496.02,USD,US,False,True
ORD-105907,LINE-105907,2024-06-22,2024-06-22 00:57:00,2024-06-22 01:03:00,RETURNED,WEB,OFFLINE,Nike,20,2,42,Vendor_42,1,797,39.85,757.15,575.96,EUR,EU,False,True
ORD-105908,LINE-105908,2024-05-11,2024-05-11 01:00:00,2024-05-11 01:42:00,COMPLETED,MARKETPLACE,ONLINE,Apple,10,2,11,Vendor_11,1,375,37.5,337.5,205.42,CAD,CA,False,False
ORD-105909,LINE-105909,2024-04-16,2024-04-16 00:14:00,2024-04-16 01:00:00,RETURNED,STORE,ONLINE,Nike,20,2,7,Vendor_7,3,702,70.2,631.8,444.01,EUR,EU,False,False
ORD-105910,LINE-105910,2024-04-27,2024-04-27 00:56:00,2024-04-27 01:00:00,COMPLETED,STORE,OFFLINE,Nike,20,2,11,Vendor_11,2,1608,0.0,1608.0,976.4,CAD,CA,False,True
ORD-105911,LINE-105911,2024-04-14,2024-04-14 00:47:00,2024-04-14 01:04:00,COMPLETED,MOBILE,ONLINE,Nike,20,2,33,Vendor_33,4,2856,142.8,2713.2,1908.18,CAD,CA,False,False
ORD-105912,LINE-105912,2024-02-20,2024-02-20 01:37:00,2024-02-20 02:11:00,COMPLETED,MARKETPLACE,ONLINE,Samsung,11,1,47,Vendor_47,4,2276,227.6,2048.4,1449.37,USD,US,True,False
ORD-105913,LINE-105913,2024-05-26,2024-05-26 00:36:00,2024-05-26 01:10:00,CANCELLED,MARKETPLACE,ONLINE,Apple,10,2,15,Vendor_15,1,1009,100.9,908.1,669.37,EUR,EU,False,True
ORD-105914,LINE-105914,2024-02-11,2024-02-11 02:00:00,2024-02-11 02:03:00,COMPLETED,WEB,OFFLINE,Nike,20,1,40,Vendor_40,4,780,39.0,741.0,525.01,EUR,EU,True,False
ORD-105915,LINE-105915,2024-04-04,2024-04-04 01:05:00,2024-04-04 01:28:00,CANCELLED,WEB,ONLINE,Adidas,21,2,48,Vendor_48,2,936,46.8,889.2,597.09,CAD,CA,True,False
ORD-105916,LINE-105916,2024-04-20,2024-04-20 00:35:00,2024-04-20 00:55:00,COMPLETED,STORE,ONLINE,Apple,10,2,20,Vendor_20,3,2124,0.0,2124.0,1688.47,USD,US,True,True
ORD-105917,LINE-105917,2024-05-11,2024-05-11 00:58:00,2024-05-11 01:09:00,CANCELLED,STORE,OFFLINE,Apple,10,2,18,Vendor_18,2,788,39.4,748.6,557.11,EUR,EU,False,True
ORD-105918,LINE-105918,2024-03-06,2024-03-06 01:18:00,2024-03-06 01:27:00,RETURNED,MARKETPLACE,ONLINE,Apple,10,1,21,Vendor_21,1,1386,138.6,1247.4,811.13,EUR,EU,True,False
ORD-105919,LINE-105919,2024-01-06,2024-01-06 01:24:00,2024-01-06 01:46:00,RETURNED,WEB,ONLINE,Nike,20,2,49,Vendor_49,1,1067,106.7,960.3,755.54,CAD,CA,True,False
ORD-105920,LINE-105920,2024-06-11,2024-06-11 00:52:00,2024-06-11 01:11:00,RETURNED,MARKETPLACE,ONLINE,Samsung,11,1,3,Vendor_3,3,1965,196.5,1768.5,1279.37,CAD,CA,False,True
ORD-105921,LINE-105921,2024-01-06,2024-01-06 01:52:00,2024-01-06 02:16:00,COMPLETED,WEB,OFFLINE,Samsung,11,1,9,Vendor_9,1,674,0.0,674.0,451.15,EUR,EU,True,False
ORD-105922,LINE-105922,2024-05-20,2024-05-20 01:20:00,2024-05-20 01:33:00,RETURNED,MARKETPLACE,OFFLINE,Nike,20,2,40,Vendor_40,3,2703,0.0,2703.0,1741.88,USD,US,False,False
ORD-105923,LINE-105923,2024-04-05,2024-04-05 00:40:00,2024-04-05 01:38:00,COMPLETED,MOBILE,ONLINE,Nike,20,2,47,Vendor_47,1,150,0.0,150.0,90.53,USD,US,False,True
ORD-105924,LINE-105924,2024-02-20,2024-02-20 01:35:00,2024-02-20 01:55:00,RETURNED,STORE,ONLINE,Nike,20,2,29,Vendor_29,4,320,16.0,304.0,216.25,EUR,EU,True,True
ORD-105925,LINE-105925,2024-05-16,2024-05-16 01:26:00,2024-05-16 01:49:00,RETURNED,MOBILE,OFFLINE,Nike,20,1,44,Vendor_44,1,1212,121.2,1090.8,752.51,USD,US,False,False
ORD-105926,LINE-105926,2024-03-22,2024-03-22 01:19:00,2024-03-22 01:26:00,COMPLETED,WEB,OFFLINE,Adidas,21,1,18,Vendor_18,1,828,0.0,828.0,540.5,CAD,CA,True,False
ORD-105927,LINE-105927,2024-04-02,2024-04-02 01:03:00,2024-04-02 01:11:00,RETURNED,MARKETPLACE,OFFLINE,Samsung,11,1,24,Vendor_24,4,2828,282.8,2545.2,1571.0,EUR,EU,False,False
ORD-105928,LINE-105928,2024-05-01,2024-05-01 00:58:00,2024-05-01 01:11:00,COMPLETED,STORE,OFFLINE,Adidas,21,2,29,Vendor_29,1,220,0.0,220.0,166.82,CAD,CA,True,True
ORD-105929,LINE-105929,2024-02-05,2024-02-05 00:10:00,2024-02-05 00:35:00,COMPLETED,STORE,ONLINE,Samsung,11,1,26,Vendor_26,4,3568,0.0,3568.0,2712.09,EUR,EU,False,True
ORD-105930,LINE-105930,2024-05-20,2024-05-20 00:10:00,2024-05-20 00:48:00,RETURNED,MARKETPLACE,OFFLINE,Nike,20,1,28,Vendor_28,4,5068,253.4,4814.6,3721.2,CAD,CA,False,False
ORD-105931,LINE-105931,2024-03-25,2024-03-25 00:42:00,2024-03-25 01:36:00,RETURNED,MARKETPLACE,ONLINE,Adidas,21,1,42,Vendor_42,2,1330,66.5,1263.5,1002.17,USD,US,True,True
ORD-105932,LINE-105932,2024-02-20,2024-02-20 01:12:00,2024-02-20 01:34:00,COMPLETED,MARKETPLACE,ONLINE,Samsung,11,2,21,Vendor_21,1,391,39.1,351.9,214.24,EUR,EU,False,False
ORD-105933,LINE-105933,2024-02-29,2024-02-29 01:45:00,2024-02-29 02:26:00,RETURNED,WEB,ONLINE,Nike,20,1,36,Vendor_36,3,630,31.5,598.5,475.9,USD,US,True,False
ORD-105934,LINE-105934,2024-04-26,2024-04-26 01:26:00,2024-04-26 02:23:00,COMPLETED,WEB,OFFLINE,Nike,20,1,3,Vendor_3,3,3804,0.0,3804.0,2909.11,USD,US,True,False
ORD-105935,LINE-105935,2024-01-17,2024-01-17 00:23:00,2024-01-17 00:40:00,RETURNED,MOBILE,ONLINE,Samsung,11,2,16,Vendor_16,2,2370,118.5,2251.5,1778.52,CAD,CA,True,True
ORD-105936,LINE-105936,2024-05-13,2024-05-13 00:15:00,2024-05-13 00:38:00,RETURNED,MARKETPLACE,OFFLINE,Nike,20,2,30,Vendor_30,4,1464,73.2,1390.8,1040.26,USD,US,True,False
ORD-105937,LINE-105937,2024-02-27,2024-02-27 00:35:00,2024-02-27 00:59:00,COMPLETED,MARKETPLACE,ONLINE,Adidas,21,1,23,Vendor_23,3,3540,0.0,3540.0,2591.71,CAD,CA,False,False
ORD-105938,LINE-105938,2024-03-27,2024-03-27 01:11:00,2024-03-27 02:11:00,COMPLETED,MARKETPLACE,OFFLINE,Apple,10,2,10,Vendor_10,2,2320,232.0,2088.0,1589.93,USD,US,False,False
ORD-105939,LINE-105939,2024-06-15,2024-06-15 01:47:00,2024-06-15 02:29:00,CANCELLED,STORE,OFFLINE,Adidas,21,2,11,Vendor_11,2,226,22.6,203.4,133.14,CAD,CA,True,False
ORD-105940,LINE-105940,2024-02-07,2024-02-07 01:45:00,2024-02-07 01:56:00,RETURNED,MOBILE,OFFLINE,Adidas,21,1,43,Vendor_43,3,3411,170.55,3240.45,2173.26,USD,US,False,False
ORD-105941,LINE-105941,2024-02-16,2024-02-16 01:08:00,2024-02-16 01:52:00,COMPLETED,MOBILE,OFFLINE,Apple,10,1,24,Vendor_24,3,537,53.7,483.3,337.23,CAD,CA,True,False
ORD-105942,LINE-105942,2024-02-07,2024-02-07 01:14:00,2024-02-07 02:03:00,CANCELLED,MOBILE,ONLINE,Adidas,21,1,37,Vendor_37,3,2775,138.75,2636.25,2008.93,EUR,EU,True,False
ORD-105943,LINE-105943,2024-05-22,2024-05-22 00:58:00,2024-05-22 01:36:00,CANCELLED,MARKETPLACE,ONLINE,Adidas,21,2,22,Vendor_22,1,165,8.25,156.75,99.88,EUR,EU,False,False
ORD-105944,LINE-105944,2024-02-21,2024-02-21 01:36:00,2024-02-21 02:33:00,RETURNED,STORE,OFFLINE,Apple,10,2,23,Vendor_23,1,1025,51.25,973.75,690.09,USD,US,False,True
ORD-105945,LINE-105945,2024-01-03,2024-01-03 01:12:00,2024-01-03 01:29:00,CANCELLED,WEB,OFFLINE,Apple,10,1,37,Vendor_37,3,1341,67.05,1273.95,1014.47,EUR,EU,True,False
ORD-105946,LINE-105946,2024-05-10,2024-05-10 00:03:00,2024-05-10 00:25:00,RETURNED,MOBILE,OFFLINE,Adidas,21,2,27,Vendor_27,1,922,92.2,829.8,573.88,CAD,CA,True,True
ORD-105947,LINE-105947,2024-06-29,2024-06-29 00:02:00,2024-06-29 00:19:00,CANCELLED,MARKETPLACE,ONLINE,Samsung,11,1,14,Vendor_14,1,716,0.0,716.0,487.95,CAD,CA,False,False
ORD-105948,LINE-105948,2024-02-02,2024-02-02 01:59:00,2024-02-02 02:21:00,COMPLETED,MOBILE,OFFLINE,Adidas,21,1,13,Vendor_13,4,1476,147.6,1328.4,797.96,CAD,CA,True,False
ORD-105949,LINE-105949,2024-01-16,2024-01-16 00:51:00,2024-01-16 01:31:00,RETURNED,MOBILE,OFFLINE,Samsung,11,2,1,Vendor_1,3,2859,142.95,2716.05,1845.55,USD,US,False,True
ORD-105950,LINE-105950,2024-01-14,2024-01-14 00:20:00,2024-01-14 00:25:00,COMPLETED,STORE,OFFLINE,Adidas,21,1,45,Vendor_45,1,887,44.35,842.65,637.21,EUR,EU,False,False
ORD-105951,LINE-105951,2024-05-29,2024-05-29 01:21:00,2024-05-29 01:47:00,CANCELLED,WEB,ONLINE,Samsung,11,1,9,Vendor_9,1,1073,0.0,1073.0,716.03,USD,US,False,False
ORD-105952,LINE-105952,2024-01-23,2024-01-23 01:30:00,2024-01-23 02:30:00,RETURNED,STORE,ONLINE,Nike,20,1,50,Vendor_50,3,2814,0.0,2814.0,2068.0,USD,US,False,True
ORD-105953,LINE-105953,2024-04-13,2024-04-13 00:48:00,2024-04-13 01:07:00,CANCELLED,STORE,ONLINE,Apple,10,1,28,Vendor_28,3,735,73.5,661.5,486.49,USD,US,False,False
ORD-105954,LINE-105954,2024-02-17,2024-02-17 01:13:00,2024-02-17 01:59:00,COMPLETED,WEB,OFFLINE,Apple,10,1,35,Vendor_35,4,4824,482.4,4341.6,3295.11,CAD,CA,True,False
ORD-105955,LINE-105955,2024-06-09,2024-06-09 01:24:00,2024-06-09 01:32:00,CANCELLED,WEB,ONLINE,Nike,20,2,1,Vendor_1,3,3645,182.25,3462.75,2533.27,USD,US,True,False
ORD-105956,LINE-105956,2024-03-15,2024-03-15 01:00:00,2024-03-15 01:44:00,RETURNED,STORE,ONLINE,Adidas,21,2,7,Vendor_7,3,867,86.7,780.3,612.52,CAD,CA,False,False
ORD-105957,LINE-105957,2024-04-25,2024-04-25 00:21:00,2024-04-25 00:55:00,RETURNED,MOBILE,OFFLINE,Apple,10,2,21,Vendor_21,1,589,58.9,530.1,318.08,CAD,CA,True,False
ORD-105958,LINE-105958,2024-05-15,2024-05-15 01:46:00,2024-05-15 02:39:00,RETURNED,STORE,ONLINE,Nike,20,1,38,Vendor_38,4,4332,433.2,3898.8,2644.61,USD,US,True,False
ORD-105959,LINE-105959,2024-01-02,2024-01-02 00:05:00,2024-01-02 00:30:00,CANCELLED,MARKETPLACE,ONLINE,Adidas,21,2,34,Vendor_34,2,1456,145.6,1310.4,960.62,USD,US,True,True
ORD-105960,LINE-105960,2024-01-06,2024-01-06 01:47:00,2024-01-06 02:04:00,RETURNED,WEB,OFFLINE,Samsung,11,1,33,Vendor_33,2,1768,88.4,1679.6,1183.2,USD,US,True,False
ORD-105961,LINE-105961,2024-01-01,2024-01-01 00:31:00,2024-01-01 01:27:00,RETURNED,MOBILE,OFFLINE,Samsung,11,1,24,Vendor_24,4,4036,201.8,3834.2,2772.08,USD,US,True,False
ORD-105962,LINE-105962,2024-04-17,2024-04-17 00:40:00,2024-04-17 01:05:00,COMPLETED,MOBILE,ONLINE,Nike,20,2,24,Vendor_24,3,3171,158.55,3012.45,1837.72,CAD,CA,False,True
ORD-105963,LINE-105963,2024-01-26,2024-01-26 01:30:00,2024-01-26 02:07:00,COMPLETED,STORE,OFFLINE,Apple,10,2,27,Vendor_27,1,981,98.1,882.9,530.07,EUR,EU,True,True
ORD-105964,LINE-105964,2024-01-04,2024-01-04 01:36:00,2024-01-04 01:52:00,COMPLETED,STORE,OFFLINE,Nike,20,2,36,Vendor_36,2,334,16.7,317.3,214.61,USD,US,True,False
ORD-105965,LINE-105965,2024-05-14,2024-05-14 00:50:00,2024-05-14 01:35:00,RETURNED,STORE,OFFLINE,Nike,20,2,6,Vendor_6,2,1198,59.9,1138.1,817.32,CAD,CA,True,False
ORD-105966,LINE-105966,2024-03-12,2024-03-12 00:57:00,2024-03-12 01:35:00,CANCELLED,MARKETPLACE,OFFLINE,Nike,20,2,43,Vendor_43,1,605,0.0,605.0,373.8,USD,US,True,False
ORD-105967,LINE-105967,2024-01-31,2024-01-31 00:37:00,2024-01-31 00:38:00,CANCELLED,MARKETPLACE,ONLINE,Adidas,21,1,41,Vendor_41,4,2876,143.8,2732.2,1918.57,EUR,EU,True,False
ORD-105968,LINE-105968,2024-06-18,2024-06-18 01:10:00,2024-06-18 02:07:00,CANCELLED,MARKETPLACE,OFFLINE,Apple,10,1,23,Vendor_23,4,5380,0.0,5380.0,4146.93,CAD,CA,False,False
ORD-105969,LINE-105969,2024-06-16,2024-06-16 01:28:00,2024-06-16 01:43:00,COMPLETED,MARKETPLACE,OFFLINE,Nike,20,1,18,Vendor_18,1,792,0.0,792.0,513.54,EUR,EU,True,True
ORD-105970,LINE-105970,2024-06-15,2024-06-15 01:26:00,2024-06-15 02:20:00,CANCELLED,MOBILE,ONLINE,Nike,20,2,10,Vendor_10,2,1868,93.4,1774.6,1376.33,CAD,CA,False,True
ORD-105971,LINE-105971,2024-05-05,2024-05-05 00:14:00,2024-05-05 01:05:00,COMPLETED,STORE,ONLINE,Apple,10,1,18,Vendor_18,4,1984,99.2,1884.8,1452.83,USD,US,False,False
ORD-105972,LINE-105972,2024-01-17,2024-01-17 00:59:00,2024-01-17 01:43:00,COMPLETED,WEB,ONLINE,Adidas,21,1,39,Vendor_39,2,566,56.6,509.4,355.88,CAD,CA,True,True
ORD-105973,LINE-105973,2024-04-18,2024-04-18 01:31:00,2024-04-18 01:56:00,COMPLETED,STORE,ONLINE,Apple,10,1,48,Vendor_48,4,2236,111.8,2124.2,1532.99,USD,US,False,False
ORD-105974,LINE-105974,2024-06-24,2024-06-24 01:27:00,2024-06-24 01:33:00,COMPLETED,STORE,OFFLINE,Apple,10,2,29,Vendor_29,1,1185,59.25,1125.75,886.2,USD,US,True,False
ORD-105975,LINE-105975,2024-05-21,2024-05-21 00:44:00,2024-05-21 01:43:00,CANCELLED,MOBILE,ONLINE,Samsung,11,1,31,Vendor_31,3,1116,55.8,1060.2,684.39,USD,US,True,True
ORD-105976,LINE-105976,2024-01-14,2024-01-14 00:16:00,2024-01-14 00:29:00,RETURNED,MARKETPLACE,ONLINE,Samsung,11,2,17,Vendor_17,3,1662,166.2,1495.8,1178.61,USD,US,True,False
ORD-105977,LINE-105977,2024-02-28,2024-02-28 00:06:00,2024-02-28 00:43:00,COMPLETED,MARKETPLACE,OFFLINE,Adidas,21,1,16,Vendor_16,1,771,77.1,693.9,541.81,USD,US,False,False
ORD-105978,LINE-105978,2024-03-30,2024-03-30 01:09:00,2024-03-30 01:59:00,CANCELLED,MOBILE,ONLINE,Samsung,11,1,15,Vendor_15,1,439,43.9,395.1,250.63,CAD,CA,True,False
ORD-105979,LINE-105979,2024-05-27,2024-05-27 01:03:00,2024-05-27 01:03:00,CANCELLED,MARKETPLACE,OFFLINE,Samsung,11,1,26,Vendor_26,4,600,30.0,570.0,359.84,EUR,EU,False,False
ORD-105980,LINE-105980,2024-04-16,2024-04-16 01:25:00,2024-04-16 02:10:00,COMPLETED,MOBILE,ONLINE,Adidas,21,2,24,Vendor_24,3,1875,0.0,1875.0,1221.78,USD,US,False,True
ORD-105981,LINE-105981,2024-06-16,2024-06-16 01:48:00,2024-06-16 01:49:00,CANCELLED,WEB,OFFLINE,Samsung,11,1,48,Vendor_48,1,1045,0.0,1045.0,653.99,EUR,EU,False,True
ORD-105982,LINE-105982,2024-01-14,2024-01-14 00:05:00,2024-01-14 01:05:00,COMPLETED,STORE,ONLINE,Nike,20,2,33,Vendor_33,4,4816,240.8,4575.2,3342.81,CAD,CA,False,False
ORD-105983,LINE-105983,2024-05-30,2024-05-30 01:01:00,2024-05-30 01:30:00,CANCELLED,MARKETPLACE,ONLINE,Samsung,11,1,1,Vendor_1,2,1786,0.0,1786.0,1208.28,EUR,EU,False,False
ORD-105984,LINE-105984,2024-04-19,2024-04-19 00:16:00,2024-04-19 00:54:00,COMPLETED,MOBILE,OFFLINE,Apple,10,2,43,Vendor_43,1,1393,69.65,1323.35,1026.17,EUR,EU,False,False
ORD-105985,LINE-105985,2024-03-12,2024-03-12 00:52:00,2024-03-12 01:35:00,RETURNED,MOBILE,OFFLINE,Apple,10,1,35,Vendor_35,4,3784,0.0,3784.0,2933.86,USD,US,False,False
ORD-105986,LINE-105986,2024-04-29,2024-04-29 00:30:00,2024-04-29 00:48:00,CANCELLED,MARKETPLACE,ONLINE,Adidas,21,1,33,Vendor_33,3,4164,208.2,3955.8,3017.95,USD,US,False,False
ORD-105987,LINE-105987,2024-03-20,2024-03-20 00:04:00,2024-03-20 00:41:00,CANCELLED,WEB,OFFLINE,Apple,10,1,50,Vendor_50,4,2460,123.0,2337.0,1466.35,USD,US,True,False
ORD-105988,LINE-105988,2024-02-12,2024-02-12 01:10:00,2024-02-12 02:08:00,RETURNED,MARKETPLACE,ONLINE,Adidas,21,2,13,Vendor_13,1,271,0.0,271.0,175.19,USD,US,False,False
ORD-105989,LINE-105989,2024-02-18,2024-02-18 01:58:00,2024-02-18 02:11:00,COMPLETED,STORE,OFFLINE,Samsung,11,2,47,Vendor_47,2,232,23.2,208.8,154.23,USD,US,False,False
ORD-105990,LINE-105990,2024-04-06,2024-04-06 01:15:00,2024-04-06 02:03:00,RETURNED,MOBILE,ONLINE,Adidas,21,2,35,Vendor_35,2,2550,0.0,2550.0,1678.58,CAD,CA,True,False
ORD-105991,LINE-105991,2024-02-29,2024-02-29 01:59:00,2024-02-29 02:36:00,RETURNED,MARKETPLACE,ONLINE,Apple,10,2,41,Vendor_41,4,1504,0.0,1504.0,1160.79,CAD,CA,False,True
ORD-105992,LINE-105992,2024-05-26,2024-05-26 01:47:00,2024-05-26 02:24:00,RETURNED,MARKETPLACE,ONLINE,Nike,20,1,25,Vendor_25,4,708,70.8,637.2,484.86,CAD,CA,True,True
ORD-105993,LINE-105993,2024-04-09,2024-04-09 00:52:00,2024-04-09 01:16:00,CANCELLED,WEB,OFFLINE,Samsung,11,1,31,Vendor_31,1,455,0.0,455.0,342.67,CAD,CA,True,True
ORD-105994,LINE-105994,2024-04-13,2024-04-13 01:23:00,2024-04-13 02:11:00,RETURNED,WEB,ONLINE,Apple,10,1,44,Vendor_44,3,1341,67.05,1273.95,987.0,USD,US,True,False
ORD-105995,LINE-105995,2024-02-09,2024-02-09 00:07:00,2024-02-09 00:28:00,CANCELLED,STORE,ONLINE,Adidas,21,1,10,Vendor_10,1,1387,69.35,1317.65,910.02,CAD,CA,True,False
ORD-105996,LINE-105996,2024-02-28,2024-02-28 01:49:00,2024-02-28 02:08:00,CANCELLED,STORE,ONLINE,Samsung,11,2,48,Vendor_48,2,838,41.9,796.1,610.66,USD,US,True,False
ORD-105997,LINE-105997,2024-06-12,2024-06-12 00:48:00,2024-06-12 01:17:00,RETURNED,MOBILE,ONLINE,Nike,20,1,8,Vendor_8,1,1221,61.05,1159.95,719.11,CAD,CA,True,True
ORD-105998,LINE-105998,2024-03-08,2024-03-08 01:14:00,2024-03-08 01:30:00,COMPLETED,STORE,ONLINE,Adidas,21,2,33,Vendor_33,2,698,69.8,628.2,458.17,CAD,CA,False,False
ORD-105999,LINE-105999,2024-05-21,2024-05-21 00:14:00,2024-05-21 00:31:00,COMPLETED,MARKETPLACE,OFFLINE,Apple,10,2,36,Vendor_36,3,924,92.4,831.6,587.85,CAD,CA,True,True
ORD-106000,LINE-106000,2024-04-09,2024-04-09 00:52:00,2024-04-09 01:04:00,COMPLETED,MOBILE,OFFLINE,Adidas,21,2,24,Vendor_24,4,688,0.0,688.0,543.77,CAD,CA,False,False
ORD-106001,LINE-106001,2024-06-05,2024-06-05 01:08:00,2024-06-05 01:18:00,RETURNED,STORE,ONLINE,Samsung,11,2,8,Vendor_8,4,1764,0.0,1764.0,1399.07,CAD,CA,True,True
ORD-106002,LINE-106002,2024-04-17,2024-04-17 00:13:00,2024-04-17 01:05:00,COMPLETED,MARKETPLACE,ONLINE,Adidas,21,1,32,Vendor_32,1,198,9.9,188.1,116.85,CAD,CA,False,True
ORD-106003,LINE-106003,2024-04-05,2024-04-05 01:33:00,2024-04-05 01:34:00,CANCELLED,MARKETPLACE,ONLINE,Adidas,21,1,6,Vendor_6,1,503,0.0,503.0,324.38,CAD,CA,True,False
ORD-106004,LINE-106004,2024-01-24,2024-01-24 00:46:00,2024-01-24 01:13:00,CANCELLED,STORE,OFFLINE,Nike,20,1,40,Vendor_40,2,2322,0.0,2322.0,1424.97,CAD,CA,True,True
ORD-106005,LINE-106005,2024-06-03,2024-06-03 01:47:00,2024-06-03 02:15:00,COMPLETED,STORE,ONLINE,Apple,10,2,15,Vendor_15,2,1492,74.6,1417.4,1129.26,CAD,CA,True,False
ORD-106006,LINE-106006,2024-06-10,2024-06-10 01:32:00,2024-06-10 02:19:00,CANCELLED,MOBILE,ONLINE,Apple,10,1,41,Vendor_41,2,596,59.6,536.4,423.31,CAD,CA,True,False
ORD-106007,LINE-106007,2024-03-19,2024-03-19 01:03:00,2024-03-19 01:27:00,RETURNED,STORE,OFFLINE,Samsung,11,1,14,Vendor_14,2,2224,222.4,2001.6,1254.45,USD,US,True,True
ORD-106008,LINE-106008,2024-04-30,2024-04-30 00:12:00,2024-04-30 00:42:00,COMPLETED,WEB,ONLINE,Nike,20,1,18,Vendor_18,3,1635,163.5,1471.5,1118.27,EUR,EU,True,True
ORD-106009,LINE-106009,2024-01-15,2024-01-15 00:30:00,2024-01-15 01:24:00,RETURNED,WEB,ONLINE,Samsung,11,2,16,Vendor_16,1,636,0.0,636.0,428.73,EUR,EU,True,False
